_id,simulation,simulationSpeed,elapsedRealTime,elapsedSimulationTime,cause.id,cause.params.inputId,cause.params.droneId,cause.params.detectorId,cause.params.controlModeId,cause.params.selected,cause.params.controlMode.id,cause.params.controlMode.key,cause.params.incidentId,cause.params.incidentType,cause.params.targetPosition,cause.params.type,cause.params.id
ObjectID(545a371dfd19ec4943e352e0),ObjectID(545a3691fd19ec4943e3417d),1,128100,128100,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a371dfd19ec4943e352ed),ObjectID(545a3669fd19ec4943e33f26),988,164250,7122350,0,2,,,,,,,,,,,
ObjectID(545a371efd19ec4943e352f7),ObjectID(545a369ffd19ec4943e34299),229,115750,963850,2,,,,,,,,2,"FuelIncident",,,
ObjectID(545a371efd19ec4943e35303),ObjectID(545a36b3fd19ec4943e34508),182,97450,13952850,1,,1,,,,,,,,,,
ObjectID(545a371ffd19ec4943e35306),ObjectID(545a3697fd19ec4943e34214),1,123300,123300,0,4,1,,,,,,,,,,
ObjectID(545a371ffd19ec4943e35309),ObjectID(545a3697fd19ec4943e341dc),1,124100,124100,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a371ffd19ec4943e35319),ObjectID(545a3697fd19ec4943e34214),1,123550,123550,0,4,1,,,,,,,,,,
ObjectID(545a371ffd19ec4943e3531c),ObjectID(545a36c0fd19ec4943e34664),1,86600,86600,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a371ffd19ec4943e35329),ObjectID(545a36b3fd19ec4943e34508),182,98350,14116650,0,0,1,,,,,,,,,,
ObjectID(545a371ffd19ec4943e3532b),ObjectID(545a3676fd19ec4943e33ff7),1,154450,154450,0,0,1,,,,,,,,,,
ObjectID(545a3720fd19ec4943e35338),ObjectID(545a366bfd19ec4943e33f7b),1,164750,164750,0,4,1,,,,,,,,,,
ObjectID(545a3720fd19ec4943e35345),ObjectID(545a3697fd19ec4943e341dc),1,124900,124900,0,4,1,,,,,,,,,,
ObjectID(545a3720fd19ec4943e35348),ObjectID(545a3697fd19ec4943e34214),1,124300,124300,0,4,1,,,,,,,,,,
ObjectID(545a3720fd19ec4943e3534b),ObjectID(545a3691fd19ec4943e3417d),1,130950,130950,0,6,,,,,0,"MONITORING",,,,,
ObjectID(545a3720fd19ec4943e35358),ObjectID(545a3676fd19ec4943e33ff7),1,155350,155350,0,0,1,,,,,,,,,,
ObjectID(545a3720fd19ec4943e35365),ObjectID(545a36c0fd19ec4943e34664),1,87800,87800,0,4,1,,,,,,,,,,
ObjectID(545a3720fd19ec4943e35368),ObjectID(545a36b3fd19ec4943e34508),182,99550,14335050,0,0,1,,,,,,,,,,
ObjectID(545a3721fd19ec4943e3536a),ObjectID(545a3697fd19ec4943e34214),1,125200,125200,0,4,1,,,,,,,,,,
ObjectID(545a3721fd19ec4943e3536d),ObjectID(545a3691fd19ec4943e3417d),1,131500,131500,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3721fd19ec4943e3537a),ObjectID(545a366bfd19ec4943e33f7b),1,166050,166050,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3722fd19ec4943e35387),ObjectID(545a36c0fd19ec4943e34664),1,88850,88850,0,4,1,,,,,,,,,,
ObjectID(545a3722fd19ec4943e3538b),ObjectID(545a36b3fd19ec4943e34508),182,100750,14553450,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3722fd19ec4943e3538d),ObjectID(545a3669fd19ec4943e33f26),988,168500,11321350,1,,1,,,,,,,,,,
ObjectID(545a3722fd19ec4943e35397),ObjectID(545a3669fd19ec4943e33f26),988,168500,11321350,6,,1,,,,,,,,,"refueling","r1"
ObjectID(545a3722fd19ec4943e353a0),ObjectID(545a3669fd19ec4943e33f26),988,168550,11370750,7,,1,,,,,,,,,"refueling","r1"
ObjectID(545a3722fd19ec4943e353a9),ObjectID(545a3669fd19ec4943e33f26),988,168600,11420150,1,,1,,,,,,,,,,
ObjectID(545a3722fd19ec4943e353b2),ObjectID(545a3697fd19ec4943e341dc),1,127100,127100,0,4,1,,,,,,,,,,
ObjectID(545a3722fd19ec4943e353b5),ObjectID(545a3697fd19ec4943e34214),1,126500,126500,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3722fd19ec4943e353b8),ObjectID(545a3691fd19ec4943e3417d),1,132900,132900,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3723fd19ec4943e353c5),ObjectID(545a36b3fd19ec4943e34508),182,101550,14699050,0,4,1,,,,,,,,,,
ObjectID(545a3723fd19ec4943e353c8),ObjectID(545a369ffd19ec4943e34299),1000,120600,2074500,0,2,,,,,,,,,,,
ObjectID(545a3723fd19ec4943e353d4),ObjectID(545a3697fd19ec4943e34214),1,127300,127300,0,4,1,,,,,,,,,,
ObjectID(545a3724fd19ec4943e353d8),ObjectID(545a3669fd19ec4943e33f26),988,169950,12753950,1,,1,,,,,,,,,,
ObjectID(545a3724fd19ec4943e353e0),ObjectID(545a3669fd19ec4943e33f26),988,169950,12753950,6,,1,,,,,,,,,"surveillance",1
ObjectID(545a3724fd19ec4943e353ed),ObjectID(545a36c0fd19ec4943e34664),1,90900,90900,0,4,1,,,,,,,,,,
ObjectID(545a3724fd19ec4943e353f2),ObjectID(545a3691fd19ec4943e3417d),1,134250,134250,0,4,1,,,,,,,,,,
ObjectID(545a3724fd19ec4943e353f5),ObjectID(545a369efd19ec4943e34271),612,122400,21288500,1,,1,,,,,,,,,,
ObjectID(545a3725fd19ec4943e35402),ObjectID(545a366bfd19ec4943e33f7b),1,169250,169250,0,4,1,,,,,,,,,,
ObjectID(545a3725fd19ec4943e3540f),ObjectID(545a3669fd19ec4943e33f26),988,171150,13939550,1,,1,,,,,,,,,,
ObjectID(545a3725fd19ec4943e3541c),ObjectID(545a3691fd19ec4943e3417d),1,135100,135100,0,4,1,,,,,,,,,,
ObjectID(545a3725fd19ec4943e35420),ObjectID(545a36c0fd19ec4943e34664),1,91900,91900,0,4,1,,,,,,,,,,
ObjectID(545a3725fd19ec4943e35426),ObjectID(545a36c0fd19ec4943e34664),1,92250,92250,0,4,1,,,,,,,,,,
ObjectID(545a3726fd19ec4943e3542d),ObjectID(545a369ffd19ec4943e34299),1000,123000,4474500,1,,1,,,,,,,,,,
ObjectID(545a3726fd19ec4943e35439),ObjectID(545a36c0fd19ec4943e34664),1,92750,92750,0,4,1,,,,,,,,,,
ObjectID(545a3726fd19ec4943e35441),ObjectID(545a3697fd19ec4943e34214),1,129800,129800,0,4,1,,,,,,,,,,
ObjectID(545a3726fd19ec4943e35445),ObjectID(545a36c0fd19ec4943e34664),1,93150,93150,0,4,1,,,,,,,,,,
ObjectID(545a3726fd19ec4943e3544e),ObjectID(545a3691fd19ec4943e3417d),1,136400,136400,0,4,1,,,,,,,,,,
ObjectID(545a3727fd19ec4943e35453),ObjectID(545a36ccfd19ec4943e3478f),1,82050,82050,0,0,1,,,,,,,,,,
ObjectID(545a3727fd19ec4943e3545a),ObjectID(545a3691fd19ec4943e3417d),1,137150,137150,0,4,1,,,,,,,,,,
ObjectID(545a3727fd19ec4943e35460),ObjectID(545a3697fd19ec4943e34214),1,131250,131250,0,4,1,,,,,,,,,,
ObjectID(545a3728fd19ec4943e35464),ObjectID(545a369ffd19ec4943e34299),1000,125050,6524500,1,,1,,,,,,,,,,
ObjectID(545a3728fd19ec4943e3546f),ObjectID(545a369ffd19ec4943e34299),1000,125050,6524500,6,,1,,,,,,,,,"refueling","r1"
ObjectID(545a3728fd19ec4943e35479),ObjectID(545a369ffd19ec4943e34299),1000,125050,6524500,3,,,,,,,,2,"FuelIncident",,,
ObjectID(545a3728fd19ec4943e35483),ObjectID(545a369ffd19ec4943e34299),1000,125100,6574500,7,,1,,,,,,,,,"refueling","r1"
ObjectID(545a3728fd19ec4943e3548d),ObjectID(545a369ffd19ec4943e34299),1000,125300,6774500,1,,1,,,,,,,,,,
ObjectID(545a3729fd19ec4943e35497),ObjectID(545a3697fd19ec4943e34214),1,132400,132400,0,4,1,,,,,,,,,,
ObjectID(545a3729fd19ec4943e3549c),ObjectID(545a369ffd19ec4943e34299),1000,126350,7824500,1,,1,,,,,,,,,,
ObjectID(545a3729fd19ec4943e354a5),ObjectID(545a369ffd19ec4943e34299),1000,126350,7824500,6,,1,,,,,,,,,"surveillance",1
ObjectID(545a3729fd19ec4943e354b3),ObjectID(545a369ffd19ec4943e34299),1000,126400,7874500,1,,1,,,,,,,,,,
ObjectID(545a372afd19ec4943e354c1),ObjectID(545a369ffd19ec4943e34299),1000,126550,8024500,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a372afd19ec4943e354ce),ObjectID(545a369ffd19ec4943e34299),1000,126900,8374500,1,,1,,,,,,,,,,
ObjectID(545a372afd19ec4943e354db),ObjectID(545a3697fd19ec4943e34214),1,133650,133650,0,4,1,,,,,,,,,,
ObjectID(545a372bfd19ec4943e354e0),ObjectID(545a3669fd19ec4943e33f26),988,176600,19324150,1,,1,,,,,,,,,,
ObjectID(545a372bfd19ec4943e354ec),ObjectID(545a369efd19ec4943e34271),1000,129200,25450100,0,2,,,,,,,,,,,
ObjectID(545a372cfd19ec4943e354f8),ObjectID(545a3697fd19ec4943e34214),1,135150,135150,0,4,1,,,,,,,,,,
ObjectID(545a372dfd19ec4943e354fd),ObjectID(545a36ccfd19ec4943e3478f),338,87800,87800,0,2,,,,,,,,,,,
ObjectID(545a372dfd19ec4943e35504),ObjectID(545a36b3fd19ec4943e34508),182,110900,16400750,1,,1,,,,,,,,,,
ObjectID(545a372efd19ec4943e35507),ObjectID(545a369ffd19ec4943e34299),1,130350,11824500,0,2,,,,,,,,,,,
ObjectID(545a372efd19ec4943e35513),ObjectID(545a369efd19ec4943e34271),1000,131750,28000100,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a372efd19ec4943e3551f),ObjectID(545a369efd19ec4943e34271),1000,131900,28150100,1,,1,,,,,,,,,,
ObjectID(545a3730fd19ec4943e3552b),ObjectID(545a36ccfd19ec4943e3478f),338,90500,1000400,2,,,,,,,,1,"PayloadIncident",,,
ObjectID(545a3730fd19ec4943e35532),ObjectID(545a3691fd19ec4943e3417d),1,145450,145450,0,4,1,,,,,,,,,,
ObjectID(545a3730fd19ec4943e35539),ObjectID(545a36b3fd19ec4943e34508),182,113900,16946750,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3731fd19ec4943e3553b),ObjectID(545a36b3fd19ec4943e34508),182,114400,17037750,0,4,1,,,,,,,,,,
ObjectID(545a3731fd19ec4943e3553e),ObjectID(545a3669fd19ec4943e33f26),988,182300,24955750,1,,1,,,,,,,,,,
ObjectID(545a3731fd19ec4943e35549),ObjectID(545a36b3fd19ec4943e34508),182,115100,17165150,0,4,1,,,,,,,,,,
ObjectID(545a3732fd19ec4943e3554d),ObjectID(545a36ccfd19ec4943e3478f),338,92400,1642600,5,,1,,,,,,,,,,
ObjectID(545a3732fd19ec4943e35554),ObjectID(545a3676fd19ec4943e33ff7),1,171550,171550,0,4,1,,,,,,,,,,
ObjectID(545a3732fd19ec4943e35561),ObjectID(545a36c0fd19ec4943e34664),1,104100,104100,0,1,1,,,,,,,,,,
ObjectID(545a3732fd19ec4943e3556a),ObjectID(545a36b3fd19ec4943e34508),182,115950,17319850,0,4,1,,,,,,,,,,
ObjectID(545a3733fd19ec4943e3556f),ObjectID(545a36ccfd19ec4943e3478f),338,93500,2014400,2,,,,,,,,2,"DangerAreaIncident",,,
ObjectID(545a3733fd19ec4943e35572),ObjectID(545a3691fd19ec4943e3417d),1,148200,148200,0,4,1,,,,,,,,,,
ObjectID(545a3733fd19ec4943e3557b),ObjectID(545a3733fd19ec4943e3557a),1,0,0,,,,,,,,,,,,,
ObjectID(545a3734fd19ec4943e3557f),ObjectID(545a36b3fd19ec4943e34508),182,116950,17501850,0,4,1,,,,,,,,,,
ObjectID(545a3734fd19ec4943e35585),ObjectID(545a369ffd19ec4943e34299),1,135850,11830000,0,4,1,,,,,,,,,,
ObjectID(545a3734fd19ec4943e35591),ObjectID(545a3676fd19ec4943e33ff7),1,173400,173400,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3734fd19ec4943e3559e),ObjectID(545a3691fd19ec4943e3417d),1,149050,149050,0,4,1,,,,,,,,,,
ObjectID(545a3734fd19ec4943e355a7),ObjectID(545a3669fd19ec4943e33f26),988,185400,28018550,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a3735fd19ec4943e355b1),ObjectID(545a36b3fd19ec4943e34508),182,118050,17702050,0,4,1,,,,,,,,,,
ObjectID(545a3735fd19ec4943e355b8),ObjectID(545a369ffd19ec4943e34299),1,137100,11831250,0,4,1,,,,,,,,,,
ObjectID(545a3735fd19ec4943e355c4),ObjectID(545a3691fd19ec4943e3417d),1,150300,150300,0,4,1,,,,,,,,,,
ObjectID(545a3736fd19ec4943e355ce),ObjectID(545a3676fd19ec4943e33ff7),1,174750,174750,0,4,1,,,,,,,,,,
ObjectID(545a3736fd19ec4943e355dc),ObjectID(545a3733fd19ec4943e3557a),1,2050,2050,0,0,1,,,,,,,,,,
ObjectID(545a3736fd19ec4943e355e0),ObjectID(545a36b3fd19ec4943e34508),182,119100,17893150,0,4,1,,,,,,,,,,
ObjectID(545a3736fd19ec4943e355e8),ObjectID(545a369efd19ec4943e34271),1000,139100,35350100,1,,1,,,,,,,,,,
ObjectID(545a3736fd19ec4943e355f3),ObjectID(545a3691fd19ec4943e3417d),1,151100,151100,0,4,1,,,,,,,,,,
ObjectID(545a3737fd19ec4943e355fe),ObjectID(545a3676fd19ec4943e33ff7),1,176000,176000,0,4,1,,,,,,,,,,
ObjectID(545a3737fd19ec4943e3560d),ObjectID(545a3669fd19ec4943e33f26),988,187750,30340350,1,,1,,,,,,,,,,
ObjectID(545a3737fd19ec4943e35617),ObjectID(545a36b3fd19ec4943e34508),182,120100,18075150,0,4,1,,,,,,,,,,
ObjectID(545a3737fd19ec4943e35620),ObjectID(545a369ffd19ec4943e34299),1,139000,11833150,0,4,1,,,,,,,,,,
ObjectID(545a3737fd19ec4943e3562c),ObjectID(545a3691fd19ec4943e3417d),1,152050,152050,0,4,1,,,,,,,,,,
ObjectID(545a3738fd19ec4943e35638),ObjectID(545a3691fd19ec4943e3417d),1,152950,152950,0,4,1,,,,,,,,,,
ObjectID(545a3739fd19ec4943e35645),ObjectID(545a369ffd19ec4943e34299),1,140500,11834650,0,4,1,,,,,,,,,,
ObjectID(545a3739fd19ec4943e35651),ObjectID(545a36ccfd19ec4943e3478f),338,99400,4008600,2,,,,,,,,3,"DangerAreaIncident",,,
ObjectID(545a373afd19ec4943e35654),ObjectID(545a3691fd19ec4943e3417d),1,154000,154000,0,4,1,,,,,,,,,,
ObjectID(545a373afd19ec4943e35662),ObjectID(545a3691fd19ec4943e3417d),1,154650,154650,0,4,1,,,,,,,,,,
ObjectID(545a373afd19ec4943e35671),ObjectID(545a369ffd19ec4943e34299),1000,141900,11836050,0,2,,,,,,,,,,,
ObjectID(545a373bfd19ec4943e3567d),ObjectID(545a3676fd19ec4943e33ff7),1,179400,179400,0,4,1,,,,,,,,,,
ObjectID(545a373bfd19ec4943e3568c),ObjectID(545a369ffd19ec4943e34299),1000,142550,12486050,1,,1,,,,,,,,,,
ObjectID(545a373bfd19ec4943e35698),ObjectID(545a3691fd19ec4943e3417d),1,155450,155450,0,4,1,,,,,,,,,,
ObjectID(545a373bfd19ec4943e356a8),ObjectID(545a369ffd19ec4943e34299),1000,142850,12786050,4,,,1,,,,,,,"[ 134.0490000000013, -101.42906 ]",,
ObjectID(545a373cfd19ec4943e356b3),ObjectID(545a36ccfd19ec4943e3478f),338,101300,4650800,0,0,2,,,,,,,,,,
ObjectID(545a373cfd19ec4943e356b6),ObjectID(545a3691fd19ec4943e3417d),1,156150,156150,0,4,1,,,,,,,,,,
ObjectID(545a373cfd19ec4943e356c7),ObjectID(545a3676fd19ec4943e33ff7),1,180750,180750,0,4,1,,,,,,,,,,
ObjectID(545a373dfd19ec4943e356d6),ObjectID(545a3691fd19ec4943e3417d),1,156900,156900,0,4,1,,,,,,,,,,
ObjectID(545a373dfd19ec4943e356e8),ObjectID(545a369ffd19ec4943e34299),1000,144150,14086050,0,4,1,,,,,,,,,,
ObjectID(545a373dfd19ec4943e356f3),ObjectID(545a369ffd19ec4943e34299),1000,144350,14286050,1,,1,,,,,,,,,,
ObjectID(545a373dfd19ec4943e356fe),ObjectID(545a3669fd19ec4943e33f26),988,193450,35971950,1,,1,,,,,,,,,,
ObjectID(545a373dfd19ec4943e35707),ObjectID(545a3697fd19ec4943e341dc),578,151750,151750,0,2,,,,,,,,,,,
ObjectID(545a373efd19ec4943e3570b),ObjectID(545a373efd19ec4943e3570a),1,0,0,,,,,,,,,,,,,
ObjectID(545a373efd19ec4943e35718),ObjectID(545a373efd19ec4943e3570a),1,50,50,1,,1,,,,,,,,,,
ObjectID(545a373efd19ec4943e35725),ObjectID(545a36c0fd19ec4943e34664),949,114500,114500,0,2,,,,,,,,,,,
ObjectID(545a373efd19ec4943e3572e),ObjectID(545a369efd19ec4943e34271),1000,145950,42200100,1,,1,,,,,,,,,,
ObjectID(545a373efd19ec4943e35738),ObjectID(545a36c0fd19ec4943e34664),949,115200,778800,2,,,,,,,,2,"FuelIncident",,,
ObjectID(545a373ffd19ec4943e35741),ObjectID(545a369ffd19ec4943e34299),1000,145700,15636050,0,4,1,,,,,,,,,,
ObjectID(545a373ffd19ec4943e3574b),ObjectID(545a3697fd19ec4943e341dc),578,153150,960950,2,,,,,,,,2,"FuelIncident",,,
ObjectID(545a373ffd19ec4943e3574e),ObjectID(545a3697fd19ec4943e341dc),701,153400,1105450,0,2,,,,,,,,,,,
ObjectID(545a373ffd19ec4943e35751),ObjectID(545a36c0fd19ec4943e34664),552,116050,1585450,0,2,,,,,,,,,,,
ObjectID(545a3740fd19ec4943e3575a),ObjectID(545a369ffd19ec4943e34299),1000,146700,16636050,0,4,1,,,,,,,,,,
ObjectID(545a3740fd19ec4943e35764),ObjectID(545a36b6fd19ec4943e34566),559,125250,125250,0,2,,,,,,,,,,,
ObjectID(545a3740fd19ec4943e35771),ObjectID(545a369ffd19ec4943e34299),1000,147000,16936050,1,,1,,,,,,,,,,
ObjectID(545a3740fd19ec4943e3577b),ObjectID(545a36b6fd19ec4943e34566),559,125450,237050,1,,1,,,,,,,,,,
ObjectID(545a3740fd19ec4943e35788),ObjectID(545a36c0fd19ec4943e34664),552,116800,1999450,1,,1,,,,,,,,,,
ObjectID(545a3740fd19ec4943e35791),ObjectID(545a36c0fd19ec4943e34664),273,117050,2137450,0,2,,,,,,,,,,,
ObjectID(545a3741fd19ec4943e35799),ObjectID(545a36ccfd19ec4943e3478f),338,106300,6340800,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3741fd19ec4943e3579c),ObjectID(545a373efd19ec4943e3570a),1,3250,3250,0,0,1,,,,,,,,,,
ObjectID(545a3741fd19ec4943e357a8),ObjectID(545a369ffd19ec4943e34299),1000,148100,18036050,1,,1,,,,,,,,,,
ObjectID(545a3741fd19ec4943e357b1),ObjectID(545a36b6fd19ec4943e34566),559,126750,963750,2,,,,,,,,2,"FuelIncident",,,
ObjectID(545a3741fd19ec4943e357bd),ObjectID(545a36b3fd19ec4943e34508),182,129700,19822350,1,,1,,,,,,,,,,
ObjectID(545a3742fd19ec4943e357c6),ObjectID(545a36b6fd19ec4943e34566),294,126850,1019650,0,2,,,,,,,,,,,
ObjectID(545a3742fd19ec4943e357d2),ObjectID(545a369ffd19ec4943e34299),1000,148850,18786050,1,,1,,,,,,,,,,
ObjectID(545a3742fd19ec4943e357da),ObjectID(545a3697fd19ec4943e341dc),701,156250,3103300,1,,1,,,,,,,,,,
ObjectID(545a3742fd19ec4943e357dd),ObjectID(545a36ccfd19ec4943e3478f),338,107350,6695700,0,4,2,,,,,,,,,,
ObjectID(545a3743fd19ec4943e357e1),ObjectID(545a36b3fd19ec4943e34508),182,130700,20004350,3,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a3743fd19ec4943e357e9),ObjectID(545a36b3fd19ec4943e34508),182,130700,20004350,2,,,,,,,,1,"PayloadIncident",,,
ObjectID(545a3743fd19ec4943e357f1),ObjectID(545a3697fd19ec4943e341dc),560,157000,3629050,0,2,,,,,,,,,,,
ObjectID(545a3743fd19ec4943e357f3),ObjectID(545a3669fd19ec4943e33f26),988,198900,41356550,1,,1,,,,,,,,,,
ObjectID(545a3743fd19ec4943e357fb),ObjectID(545a369ffd19ec4943e34299),1000,150100,20036050,3,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a3743fd19ec4943e35802),ObjectID(545a369ffd19ec4943e34299),1000,150100,20036050,2,,,,,,,,1,"PayloadIncident",,,
ObjectID(545a3743fd19ec4943e35809),ObjectID(545a3691fd19ec4943e3417d),1,163000,163000,0,1,1,,,,,,,,,,
ObjectID(545a3743fd19ec4943e3581b),ObjectID(545a3676fd19ec4943e33ff7),1,187400,187400,0,0,1,,,,,,,,,,
ObjectID(545a3744fd19ec4943e3582a),ObjectID(545a369ffd19ec4943e34299),1000,150350,20286050,1,,1,,,,,,,,,,
ObjectID(545a3744fd19ec4943e35831),ObjectID(545a369ffd19ec4943e34299),1000,150350,20286050,6,,1,,,,,,,,,"refueling","r2"
ObjectID(545a3744fd19ec4943e35837),ObjectID(545a369ffd19ec4943e34299),1000,150400,20336050,7,,1,,,,,,,,,"refueling","r2"
ObjectID(545a3744fd19ec4943e3583d),ObjectID(545a369ffd19ec4943e34299),1000,150600,20536050,1,,1,,,,,,,,,,
ObjectID(545a3744fd19ec4943e35843),ObjectID(545a36b3fd19ec4943e34508),182,132150,20268250,1,,1,,,,,,,,,,
ObjectID(545a3744fd19ec4943e3584b),ObjectID(545a3669fd19ec4943e33f26),988,200050,42492750,1,,1,,,,,,,,,,
ObjectID(545a3744fd19ec4943e35852),ObjectID(545a36c0fd19ec4943e34664),273,120750,3147550,1,,1,,,,,,,,,,
ObjectID(545a3745fd19ec4943e3585a),ObjectID(545a3669fd19ec4943e33f26),988,200250,42690350,2,,,,,,,,2,"FuelIncident",,,
ObjectID(545a3745fd19ec4943e35860),ObjectID(545a3669fd19ec4943e33f26),988,200450,42887950,5,,1,,,,,,,,,,
ObjectID(545a3745fd19ec4943e35866),ObjectID(545a36ccfd19ec4943e3478f),338,109900,7557600,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3745fd19ec4943e3586a),ObjectID(545a3691fd19ec4943e3417d),114,164650,164650,0,2,,,,,,,,,,,
ObjectID(545a3746fd19ec4943e3587c),ObjectID(545a369efd19ec4943e34271),1000,153150,49400100,1,,1,,,,,,,,,,
ObjectID(545a3746fd19ec4943e35885),ObjectID(545a3697fd19ec4943e341dc),560,159550,5057050,0,0,1,,,,,,,,,,
ObjectID(545a3746fd19ec4943e35887),ObjectID(545a369ffd19ec4943e34299),1000,152800,22736050,1,,1,,,,,,,,,,
ObjectID(545a3746fd19ec4943e3588c),ObjectID(545a36ccfd19ec4943e3478f),338,111250,8013900,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a3747fd19ec4943e35890),ObjectID(545a3676fd19ec4943e33ff7),1,190400,190400,0,0,1,,,,,,,,,,
ObjectID(545a3747fd19ec4943e3589f),ObjectID(545a36c0fd19ec4943e34664),273,123350,3857350,1,,1,,,,,,,,,,
ObjectID(545a3747fd19ec4943e358a6),ObjectID(545a3676fd19ec4943e33ff7),1,191000,191000,0,0,1,,,,,,,,,,
ObjectID(545a3748fd19ec4943e358b5),ObjectID(545a3697fd19ec4943e341dc),560,161300,6037050,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3748fd19ec4943e358b7),ObjectID(545a3676fd19ec4943e33ff7),1,191400,191400,0,0,1,,,,,,,,,,
ObjectID(545a3748fd19ec4943e358c6),ObjectID(545a3676fd19ec4943e33ff7),1,191600,191600,0,0,1,,,,,,,,,,
ObjectID(545a3748fd19ec4943e358d5),ObjectID(545a366bfd19ec4943e33f7b),198,201900,201900,0,2,,,,,,,,,,,
ObjectID(545a3749fd19ec4943e358e2),ObjectID(545a3697fd19ec4943e341dc),560,162300,6597050,0,4,1,,,,,,,,,,
ObjectID(545a3749fd19ec4943e358e5),ObjectID(545a373efd19ec4943e3570a),1000,10400,10400,0,2,,,,,,,,,,,
ObjectID(545a3749fd19ec4943e358f1),ObjectID(545a36b3fd19ec4943e34508),182,136850,21123650,1,,1,,,,,,,,,,
ObjectID(545a374afd19ec4943e358f8),ObjectID(545a369efd19ec4943e34271),1000,156750,53000100,2,,,,,,,,2,"FuelIncident",,,
ObjectID(545a374afd19ec4943e35900),ObjectID(545a36ccfd19ec4943e3478f),338,114300,9044800,0,4,2,,,,,,,,,,
ObjectID(545a374afd19ec4943e35904),ObjectID(545a373efd19ec4943e3570a),1000,11700,1310400,2,,,,,,,,1,"PayloadIncident",,,
ObjectID(545a374bfd19ec4943e35910),ObjectID(545a369ffd19ec4943e34299),1000,157200,27136050,1,,1,,,,,,,,,,
ObjectID(545a374bfd19ec4943e35914),ObjectID(545a36c0fd19ec4943e34664),273,126900,4826500,1,,1,,,,,,,,,,
ObjectID(545a374bfd19ec4943e3591a),ObjectID(545a3697fd19ec4943e341dc),560,164650,7913050,1,,1,,,,,,,,,,
ObjectID(545a374bfd19ec4943e3591d),ObjectID(545a36c0fd19ec4943e34664),1,127100,4881100,0,2,,,,,,,,,,,
ObjectID(545a374bfd19ec4943e35922),ObjectID(545a369ffd19ec4943e34299),1000,157450,27386050,1,,1,,,,,,,,,,
ObjectID(545a374bfd19ec4943e35925),ObjectID(545a369ffd19ec4943e34299),1000,157450,27386050,6,,1,,,,,,,,,"land",12
ObjectID(545a374bfd19ec4943e35927),ObjectID(545a369ffd19ec4943e34299),1000,157450,27386050,7,,1,,,,,,,,,"land",12
ObjectID(545a374bfd19ec4943e35929),ObjectID(545a369ffd19ec4943e34299),1000,157450,27386050,3,,,,,,,,1,"PayloadIncident",,,
ObjectID(545a374cfd19ec4943e3592b),ObjectID(545a36ccfd19ec4943e3478f),338,115900,9585600,0,4,2,,,,,,,,,,
ObjectID(545a374cfd19ec4943e35930),ObjectID(545a3697fd19ec4943e341dc),560,164850,8025050,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a374cfd19ec4943e35932),ObjectID(545a3691fd19ec4943e3417d),203,170800,865750,0,2,,,,,,,,,,,
ObjectID(545a374cfd19ec4943e35944),ObjectID(545a373efd19ec4943e3570a),511,13200,2810400,0,2,,,,,,,,,,,
ObjectID(545a374cfd19ec4943e35950),ObjectID(545a3691fd19ec4943e3417d),203,171050,916500,2,,,,,,,,2,"FuelIncident",,,
ObjectID(545a374cfd19ec4943e35962),ObjectID(545a3671fd19ec4943e33fb3),1,200100,200100,1,,1,,,,,,,,,,
ObjectID(545a374cfd19ec4943e3596f),ObjectID(545a3691fd19ec4943e3417d),203,171250,957100,1,,1,,,,,,,,,,
ObjectID(545a374dfd19ec4943e35981),ObjectID(545a369efd19ec4943e34271),1000,160000,56250100,1,,1,,,,,,,,,,
ObjectID(545a374dfd19ec4943e35989),ObjectID(545a36c0fd19ec4943e34664),1,128900,4882900,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a374dfd19ec4943e3598e),ObjectID(545a36ccfd19ec4943e3478f),338,117650,10177100,5,,2,,,,,,,,,,
ObjectID(545a374efd19ec4943e35993),ObjectID(545a373efd19ec4943e3570a),511,14950,3704650,1,,1,,,,,,,,,,
ObjectID(545a374efd19ec4943e3599f),ObjectID(545a3676fd19ec4943e33ff7),18,197550,197550,0,2,,,,,,,,,,,
