_id,simulation,simulationSpeed,elapsedRealTime,elapsedSimulationTime,cause.id,cause.params.inputId,cause.params.droneId,cause.params.detectorId,cause.params.controlModeId,cause.params.selected,cause.params.controlMode.id,cause.params.controlMode.key,cause.params.incidentId,cause.params.incidentType,cause.params.targetPosition,cause.params.type,cause.params.id
ObjectID(545a3d3dfd19ec4943e421d4),ObjectID(545a3cd3fd19ec4943e41913),816,96750,50015500,0,4,3,,,,,,,,,,
ObjectID(545a3d3ffd19ec4943e421dc),ObjectID(545a38e4fd19ec4943e38e03),646,1004950,442920600,1,,1,,,,,,,,,,
ObjectID(545a3d3ffd19ec4943e421e1),ObjectID(545a38e4fd19ec4943e38e03),646,1004950,442920600,6,,1,,,,,,,,,"refueling",22
ObjectID(545a3d3ffd19ec4943e421e5),ObjectID(545a38e4fd19ec4943e38e03),646,1004950,442920600,7,,1,,,,,,,,,"refueling",22
ObjectID(545a3d3ffd19ec4943e421e9),ObjectID(545a3d0ffd19ec4943e41e7b),1000,43600,7086550,1,,3,,,,,,,,,,
ObjectID(545a3d40fd19ec4943e421f9),ObjectID(545a3d0ffd19ec4943e41e7b),1000,44450,7936550,4,,,2,,,,,,,"[ 207.2439999999988, -274.2932900000013 ]",,
ObjectID(545a3d40fd19ec4943e42208),ObjectID(545a3d0ffd19ec4943e41e7b),1000,44550,8036550,1,,2,,,,,,,,,,
ObjectID(545a3d40fd19ec4943e42217),ObjectID(545a3d0ffd19ec4943e41e7b),1000,44550,8036550,2,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a3d42fd19ec4943e42225),ObjectID(545a3d0ffd19ec4943e41e7b),1000,46400,9886550,4,,,2,,,,,,,"[ 228.3889999999996, -333.7508500000014 ]",,
ObjectID(545a3d42fd19ec4943e42233),ObjectID(545a3cd3fd19ec4943e41913),816,101150,53605900,1,,3,,,,,,,,,,
ObjectID(545a3d43fd19ec4943e4223b),ObjectID(545a3d0ffd19ec4943e41e7b),1000,47300,10786550,1,,3,,,,,,,,,,
ObjectID(545a3d43fd19ec4943e42249),ObjectID(545a3d0ffd19ec4943e41e7b),1000,47600,11086550,0,0,1,,,,,,,,,,
ObjectID(545a3d43fd19ec4943e42256),ObjectID(545a3d0ffd19ec4943e41e7b),1000,47600,11086550,1,,1,,,,,,,,,,
ObjectID(545a3d44fd19ec4943e42263),ObjectID(545a3d0ffd19ec4943e41e7b),1000,48350,11836550,1,,2,,,,,,,,,,
ObjectID(545a3d45fd19ec4943e4226f),ObjectID(545a3d0ffd19ec4943e41e7b),1000,49400,12886550,1,,1,,,,,,,,,,
ObjectID(545a3d46fd19ec4943e4227a),ObjectID(545a3cd3fd19ec4943e41913),816,104550,56380300,1,,3,,,,,,,,,,
ObjectID(545a3d47fd19ec4943e42281),ObjectID(545a3d0ffd19ec4943e41e7b),1000,51000,14486550,1,,3,,,,,,,,,,
ObjectID(545a3d47fd19ec4943e4228b),ObjectID(545a3d0ffd19ec4943e41e7b),1000,51200,14686550,1,,2,,,,,,,,,,
ObjectID(545a3d48fd19ec4943e42294),ObjectID(545a3d0ffd19ec4943e41e7b),1000,51900,15386550,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d48fd19ec4943e4229c),ObjectID(545a38e4fd19ec4943e38e03),646,1013550,448476200,1,,1,,,,,,,,,,
ObjectID(545a3d48fd19ec4943e422a0),ObjectID(545a3cd3fd19ec4943e41913),816,106950,58338700,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d49fd19ec4943e422a6),ObjectID(545a3d0ffd19ec4943e41e7b),1000,52550,16036550,2,,,,,,,,4,"FuelIncident",,,
ObjectID(545a3d4bfd19ec4943e422ae),ObjectID(545a3cd3fd19ec4943e41913),816,109000,60011500,3,,,,,,,,2,"DangerAreaIncident",,,
ObjectID(545a3d4bfd19ec4943e422b4),ObjectID(545a3d0ffd19ec4943e41e7b),1000,54500,17986550,1,,1,,,,,,,,,,
ObjectID(545a3d4cfd19ec4943e422bc),ObjectID(545a3d0ffd19ec4943e41e7b),1000,55300,18786550,0,0,1,,,,,,,,,,
ObjectID(545a3d4cfd19ec4943e422c3),ObjectID(545a3d0ffd19ec4943e41e7b),1000,55500,18986550,1,,2,,,,,,,,,,
ObjectID(545a3d4cfd19ec4943e422ca),ObjectID(545a3d0ffd19ec4943e41e7b),1000,55500,18986550,6,,2,,,,,,,,,"refueling",5
ObjectID(545a3d4cfd19ec4943e422d0),ObjectID(545a3d0ffd19ec4943e41e7b),1000,55500,18986550,7,,2,,,,,,,,,"refueling",5
ObjectID(545a3d4cfd19ec4943e422d6),ObjectID(545a3cd3fd19ec4943e41913),816,110400,61153900,0,4,3,,,,,,,,,,
ObjectID(545a3d4dfd19ec4943e422dd),ObjectID(545a3d0ffd19ec4943e41e7b),1000,56400,19886550,0,0,1,,,,,,,,,,
ObjectID(545a3d4dfd19ec4943e422e3),ObjectID(545a3cd3fd19ec4943e41913),816,111200,61806700,0,4,3,,,,,,,,,,
ObjectID(545a3d4dfd19ec4943e422eb),ObjectID(545a3d0ffd19ec4943e41e7b),1000,56550,20036550,3,,,,,,,,0,"DangerAreaIncident",,,
ObjectID(545a3d4efd19ec4943e422f1),ObjectID(545a3cd3fd19ec4943e41913),816,111850,62337100,0,4,3,,,,,,,,,,
ObjectID(545a3d4efd19ec4943e422fa),ObjectID(545a3d0ffd19ec4943e41e7b),1000,57450,20936550,1,,3,,,,,,,,,,
ObjectID(545a3d4efd19ec4943e42300),ObjectID(545a3d0ffd19ec4943e41e7b),1000,57450,20936550,6,,3,,,,,,,,,"refueling",8
ObjectID(545a3d4efd19ec4943e42305),ObjectID(545a3d0ffd19ec4943e41e7b),1000,57450,20936550,7,,3,,,,,,,,,"refueling",8
ObjectID(545a3d4ffd19ec4943e4230a),ObjectID(545a3cd3fd19ec4943e41913),816,112600,62949100,0,4,3,,,,,,,,,,
ObjectID(545a3d53fd19ec4943e42314),ObjectID(545a3cd3fd19ec4943e41913),816,116450,66090700,1,,3,,,,,,,,,,
ObjectID(545a3d54fd19ec4943e4231e),ObjectID(545a3d0ffd19ec4943e41e7b),1000,62450,25936550,1,,1,,,,,,,,,,
ObjectID(545a3d54fd19ec4943e42323),ObjectID(545a3d0ffd19ec4943e41e7b),1000,62450,25936550,6,,1,,,,,,,,,"refueling",5
ObjectID(545a3d54fd19ec4943e42327),ObjectID(545a3d0ffd19ec4943e41e7b),1000,62450,25936550,7,,1,,,,,,,,,"refueling",5
ObjectID(545a3d54fd19ec4943e4232b),ObjectID(545a3d0ffd19ec4943e41e7b),1000,62450,25936550,3,,,,,,,,4,"FuelIncident",,,
ObjectID(545a3d56fd19ec4943e4232f),ObjectID(545a3d0ffd19ec4943e41e7b),1000,64600,28086550,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3d56fd19ec4943e42333),ObjectID(545a3cd3fd19ec4943e41913),816,119350,68457100,1,,3,,,,,,,,,,
ObjectID(545a3d58fd19ec4943e4233c),ObjectID(545a3cd3fd19ec4943e41913),816,121250,70007500,3,,,,,,,,3,"DangerAreaIncident",,,
ObjectID(545a3d59fd19ec4943e42344),ObjectID(545a3cd3fd19ec4943e41913),816,122200,70782700,1,,3,,,,,,,,,,
ObjectID(545a3d59fd19ec4943e4234c),ObjectID(545a3d0ffd19ec4943e41e7b),1000,67650,31136550,0,0,2,,,,,,,,,,
ObjectID(545a3d5bfd19ec4943e42350),ObjectID(545a3d0ffd19ec4943e41e7b),1000,69050,32536550,0,0,1,,,,,,,,,,
ObjectID(545a3d5cfd19ec4943e42354),ObjectID(545a3d0ffd19ec4943e41e7b),1000,69800,33286550,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3d5cfd19ec4943e42358),ObjectID(545a3d0ffd19ec4943e41e7b),1000,70450,33936550,0,4,1,,,,,,,,,,
ObjectID(545a3d5efd19ec4943e4235d),ObjectID(545a3d0ffd19ec4943e41e7b),1000,71900,35386550,0,0,2,,,,,,,,,,
ObjectID(545a3d5ffd19ec4943e42362),ObjectID(545a3cd3fd19ec4943e41913),816,127900,75433900,1,,3,,,,,,,,,,
ObjectID(545a3d5ffd19ec4943e42369),ObjectID(545a3cd3fd19ec4943e41913),816,127900,75433900,6,,3,,,,,,,,,"refueling",19
ObjectID(545a3d5ffd19ec4943e4236f),ObjectID(545a3cd3fd19ec4943e41913),816,127900,75433900,7,,3,,,,,,,,,"refueling",19
ObjectID(545a3d63fd19ec4943e42375),ObjectID(545a3d0ffd19ec4943e41e7b),1000,76200,39686550,1,,1,,,,,,,,,,
ObjectID(545a3d63fd19ec4943e4237a),ObjectID(545a3d0ffd19ec4943e41e7b),1000,76200,39686550,6,,1,,,,,,,,,"land",6
ObjectID(545a3d63fd19ec4943e4237e),ObjectID(545a3d0ffd19ec4943e41e7b),1000,76200,39686550,7,,1,,,,,,,,,"land",6
ObjectID(545a3d63fd19ec4943e42382),ObjectID(545a3d0ffd19ec4943e41e7b),1000,76200,39686550,3,,,,,,,,1,"PayloadIncident",,,
ObjectID(545a3d65fd19ec4943e42386),ObjectID(545a3cd3fd19ec4943e41913),816,133400,79921900,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3d67fd19ec4943e4238c),ObjectID(545a3cd3fd19ec4943e41913),816,134450,80778700,0,0,3,,,,,,,,,,
ObjectID(545a3d67fd19ec4943e42392),ObjectID(545a3d0ffd19ec4943e41e7b),497,80300,43786550,0,2,,,,,,,,,,,
ObjectID(545a3d68fd19ec4943e42396),ObjectID(545a3cd3fd19ec4943e41913),816,135400,81553900,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3d68fd19ec4943e4239c),ObjectID(545a3cd3fd19ec4943e41913),816,136200,82206700,0,4,3,,,,,,,,,,
ObjectID(545a3d69fd19ec4943e423a1),ObjectID(545a3d0ffd19ec4943e41e7b),497,82400,44830250,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d6bfd19ec4943e423a5),ObjectID(545a3cd3fd19ec4943e41913),816,138150,83797900,0,0,1,,,,,,,,,,
ObjectID(545a3d6bfd19ec4943e423aa),ObjectID(545a3d0ffd19ec4943e41e7b),497,83750,45501200,0,4,2,,,,,,,,,,
ObjectID(545a3d6dfd19ec4943e423af),ObjectID(545a3d0ffd19ec4943e41e7b),497,85250,46246700,0,4,2,,,,,,,,,,
ObjectID(545a3d6dfd19ec4943e423b5),ObjectID(545a3cd3fd19ec4943e41913),816,140700,85878700,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d6efd19ec4943e423ba),ObjectID(545a3d0ffd19ec4943e41e7b),497,86350,46793400,0,4,2,,,,,,,,,,
ObjectID(545a3d6efd19ec4943e423c1),ObjectID(545a3d0ffd19ec4943e41e7b),497,87000,47116450,0,4,2,,,,,,,,,,
ObjectID(545a3d6ffd19ec4943e423c9),ObjectID(545a3d0ffd19ec4943e41e7b),497,87800,47514050,0,4,2,,,,,,,,,,
ObjectID(545a3d70fd19ec4943e423d2),ObjectID(545a3d0ffd19ec4943e41e7b),497,88500,47861950,0,0,3,,,,,,,,,,
ObjectID(545a3d70fd19ec4943e423db),ObjectID(545a3cd3fd19ec4943e41913),816,143500,88163500,0,0,2,,,,,,,,,,
ObjectID(545a3d71fd19ec4943e423e0),ObjectID(545a3d0ffd19ec4943e41e7b),497,89650,48433500,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d71fd19ec4943e423e9),ObjectID(545a3cd3fd19ec4943e41913),816,144450,88938700,1,,3,,,,,,,,,,
ObjectID(545a3d71fd19ec4943e423ee),ObjectID(545a3cd3fd19ec4943e41913),816,144450,88938700,6,,3,,,,,,,,,"refueling",20
ObjectID(545a3d71fd19ec4943e423f2),ObjectID(545a3cd3fd19ec4943e41913),816,144450,88938700,7,,3,,,,,,,,,"refueling",20
ObjectID(545a3d73fd19ec4943e423f6),ObjectID(545a3d0ffd19ec4943e41e7b),497,90950,49079600,0,4,3,,,,,,,,,,
ObjectID(545a3d74fd19ec4943e42400),ObjectID(545a3cd3fd19ec4943e41913),816,146850,90897100,0,0,2,,,,,,,,,,
ObjectID(545a3d74fd19ec4943e42404),ObjectID(545a3d0ffd19ec4943e41e7b),497,92250,49725700,0,4,3,,,,,,,,,,
ObjectID(545a3d75fd19ec4943e4240f),ObjectID(545a3cd3fd19ec4943e41913),816,147600,91509100,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d76fd19ec4943e42413),ObjectID(545a3cd3fd19ec4943e41913),816,148450,92202700,0,4,2,,,,,,,,,,
ObjectID(545a3d76fd19ec4943e42418),ObjectID(545a3d0ffd19ec4943e41e7b),497,94150,50670000,4,,,3,,,,,,,"[ 694.7519999999895, -124.3768799999997 ]",,
ObjectID(545a3d76fd19ec4943e42423),ObjectID(545a3cd3fd19ec4943e41913),816,149100,92733100,0,4,2,,,,,,,,,,
ObjectID(545a3d78fd19ec4943e42429),ObjectID(545a3d0ffd19ec4943e41e7b),497,95650,51415500,0,4,3,,,,,,,,,,
ObjectID(545a3d79fd19ec4943e42435),ObjectID(545a3d0ffd19ec4943e41e7b),497,96350,51763400,0,4,3,,,,,,,,,,
ObjectID(545a3d79fd19ec4943e42442),ObjectID(545a3d0ffd19ec4943e41e7b),497,96600,51887650,1,,2,,,,,,,,,,
ObjectID(545a3d7cfd19ec4943e4244f),ObjectID(545a3d0ffd19ec4943e41e7b),497,99500,53328950,0,0,2,,,,,,,,,,
ObjectID(545a3d7dfd19ec4943e4245b),ObjectID(545a3d0ffd19ec4943e41e7b),497,100300,53726550,0,0,1,,,,,,,,,,
ObjectID(545a3d80fd19ec4943e42467),ObjectID(545a3d0ffd19ec4943e41e7b),497,103500,55316950,1,,3,,,,,,,,,,
ObjectID(545a3d82fd19ec4943e42473),ObjectID(545a3d0ffd19ec4943e41e7b),497,105300,56211550,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d83fd19ec4943e4247e),ObjectID(545a3cd3fd19ec4943e41913),816,160100,101709100,1,,2,,,,,,,,,,
ObjectID(545a3d84fd19ec4943e42484),ObjectID(545a3d0ffd19ec4943e41e7b),497,107050,57081300,0,4,1,,,,,,,,,,
ObjectID(545a3d84fd19ec4943e42490),ObjectID(545a3d0ffd19ec4943e41e7b),497,107100,57106150,1,,2,,,,,,,,,,
ObjectID(545a3d89fd19ec4943e4249c),ObjectID(545a3d0ffd19ec4943e41e7b),497,111500,59292950,1,,3,,,,,,,,,,
ObjectID(545a3d8bfd19ec4943e424a7),ObjectID(545a3d0ffd19ec4943e41e7b),497,112950,60013600,3,,,,,,,,2,"DangerAreaIncident",,,
ObjectID(545a3d8bfd19ec4943e424b1),ObjectID(545a3d0ffd19ec4943e41e7b),497,113050,60063300,1,,2,,,,,,,,,,
ObjectID(545a3d8bfd19ec4943e424bb),ObjectID(545a3d0ffd19ec4943e41e7b),497,113100,60088150,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d8cfd19ec4943e424c4),ObjectID(545a3d0ffd19ec4943e41e7b),497,114250,60659700,0,4,1,,,,,,,,,,
ObjectID(545a3d8dfd19ec4943e424ce),ObjectID(545a3cd3fd19ec4943e41913),816,169450,109338700,1,,2,,,,,,,,,,
ObjectID(545a3d8dfd19ec4943e424d3),ObjectID(545a3cd3fd19ec4943e41913),816,169450,109338700,6,,2,,,,,,,,,"refueling",11
ObjectID(545a3d8dfd19ec4943e424d7),ObjectID(545a3cd3fd19ec4943e41913),816,169450,109338700,7,,2,,,,,,,,,"refueling",11
ObjectID(545a3d8efd19ec4943e424db),ObjectID(545a3d0ffd19ec4943e41e7b),497,115800,61430050,0,4,1,,,,,,,,,,
ObjectID(545a3d90fd19ec4943e424e6),ObjectID(545a3d0ffd19ec4943e41e7b),497,117600,62324650,0,4,1,,,,,,,,,,
ObjectID(545a3d90fd19ec4943e424f1),ObjectID(545a3d0ffd19ec4943e41e7b),497,117900,62473750,0,4,1,,,,,,,,,,
ObjectID(545a3d91fd19ec4943e424fd),ObjectID(545a3d0ffd19ec4943e41e7b),497,118600,62821650,0,4,1,,,,,,,,,,
ObjectID(545a3d91fd19ec4943e4250a),ObjectID(545a3cd3fd19ec4943e41913),816,173800,112888300,0,0,1,,,,,,,,,,
ObjectID(545a3d92fd19ec4943e4250e),ObjectID(545a3d0ffd19ec4943e41e7b),497,119350,63194400,0,4,1,,,,,,,,,,
ObjectID(545a3d92fd19ec4943e4251c),ObjectID(545a3d0ffd19ec4943e41e7b),497,119600,63318650,1,,2,,,,,,,,,,
ObjectID(545a3d92fd19ec4943e4252a),ObjectID(545a3d0ffd19ec4943e41e7b),497,120000,63517450,1,,1,,,,,,,,,,
ObjectID(545a3d93fd19ec4943e42537),ObjectID(545a3d0ffd19ec4943e41e7b),497,120900,63964750,0,0,2,,,,,,,,,,
ObjectID(545a3d94fd19ec4943e42543),ObjectID(545a3cd3fd19ec4943e41913),816,176500,115091500,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3d95fd19ec4943e42547),ObjectID(545a3cd3fd19ec4943e41913),816,177350,115785100,0,4,1,,,,,,,,,,
ObjectID(545a3d97fd19ec4943e4254c),ObjectID(545a3cd3fd19ec4943e41913),816,178600,116805100,0,0,2,,,,,,,,,,
ObjectID(545a3d98fd19ec4943e42551),ObjectID(545a3cd3fd19ec4943e41913),816,179900,117865900,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3d98fd19ec4943e42556),ObjectID(545a3d0ffd19ec4943e41e7b),497,125300,66151550,1,,3,,,,,,,,,,
ObjectID(545a3d99fd19ec4943e42562),ObjectID(545a3d0ffd19ec4943e41e7b),497,125850,66424900,1,,1,,,,,,,,,,
ObjectID(545a3d9bfd19ec4943e4256d),ObjectID(545a3cd3fd19ec4943e41913),816,182650,120109900,0,4,2,,,,,,,,,,
ObjectID(545a3d9cfd19ec4943e42573),ObjectID(545a3d0ffd19ec4943e41e7b),497,128650,67816500,0,0,3,,,,,,,,,,
ObjectID(545a3d9cfd19ec4943e4257d),ObjectID(545a3cd3fd19ec4943e41913),816,183550,120844300,0,4,2,,,,,,,,,,
ObjectID(545a3d9dfd19ec4943e42584),ObjectID(545a3cd3fd19ec4943e41913),816,184050,121252300,0,4,2,,,,,,,,,,
ObjectID(545a3d9dfd19ec4943e4258c),ObjectID(545a3d0ffd19ec4943e41e7b),497,129350,68164400,1,,2,,,,,,,,,,
ObjectID(545a3d9dfd19ec4943e42596),ObjectID(545a3d0ffd19ec4943e41e7b),497,129350,68164400,6,,2,,,,,,,,,"refueling",10
ObjectID(545a3d9dfd19ec4943e4259f),ObjectID(545a3d0ffd19ec4943e41e7b),497,129350,68164400,7,,2,,,,,,,,,"refueling",10
ObjectID(545a3d9dfd19ec4943e425a8),ObjectID(545a3cd3fd19ec4943e41913),816,184750,121823500,0,4,2,,,,,,,,,,
ObjectID(545a3d9efd19ec4943e425b1),ObjectID(545a3cd3fd19ec4943e41913),816,185400,122353900,0,4,2,,,,,,,,,,
ObjectID(545a3d9ffd19ec4943e425bb),ObjectID(545a3cd3fd19ec4943e41913),816,186050,122884300,0,4,2,,,,,,,,,,
ObjectID(545a3da0fd19ec4943e425c6),ObjectID(545a3cd3fd19ec4943e41913),816,186900,123577900,0,4,2,,,,,,,,,,
ObjectID(545a3da0fd19ec4943e425d2),ObjectID(545a3d0ffd19ec4943e41e7b),497,132400,69680250,1,,1,,,,,,,,,,
ObjectID(545a3da0fd19ec4943e425db),ObjectID(545a3cd3fd19ec4943e41913),816,187600,124149100,0,4,2,,,,,,,,,,
ObjectID(545a3da1fd19ec4943e425e8),ObjectID(545a3d0ffd19ec4943e41e7b),497,133050,70003300,3,,,,,,,,3,"DangerAreaIncident",,,
ObjectID(545a3da1fd19ec4943e425f0),ObjectID(545a3cd3fd19ec4943e41913),816,188450,124842700,1,,2,,,,,,,,,,
ObjectID(545a3da2fd19ec4943e425fd),ObjectID(545a3cd3fd19ec4943e41913),816,188700,125046700,0,0,3,,,,,,,,,,
ObjectID(545a3da3fd19ec4943e42609),ObjectID(545a3cd3fd19ec4943e41913),816,190350,126393100,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3da4fd19ec4943e42615),ObjectID(545a3d0ffd19ec4943e41e7b),602,135800,71370050,0,2,,,,,,,,,,,
ObjectID(545a3da4fd19ec4943e4261d),ObjectID(545a3cd3fd19ec4943e41913),816,191000,126923500,0,4,3,,,,,,,,,,
ObjectID(545a3da5fd19ec4943e4262a),ObjectID(545a3cd3fd19ec4943e41913),816,191550,127372300,0,4,3,,,,,,,,,,
ObjectID(545a3da6fd19ec4943e42638),ObjectID(545a3cd3fd19ec4943e41913),816,192450,128106700,0,4,3,,,,,,,,,,
ObjectID(545a3da6fd19ec4943e42647),ObjectID(545a3cd3fd19ec4943e41913),816,192700,128310700,1,,2,,,,,,,,,,
ObjectID(545a3da6fd19ec4943e42656),ObjectID(545a3d0ffd19ec4943e41e7b),602,138300,72875050,1,,1,,,,,,,,,,
ObjectID(545a3da8fd19ec4943e4265e),ObjectID(545a3cd3fd19ec4943e41913),816,194750,129983500,1,,1,,,,,,,,,,
ObjectID(545a3da8fd19ec4943e4266c),ObjectID(545a3cd3fd19ec4943e41913),816,194750,129983500,6,,1,,,,,,,,,"land",5
ObjectID(545a3da8fd19ec4943e42679),ObjectID(545a3cd3fd19ec4943e41913),816,194750,129983500,7,,1,,,,,,,,,"land",5
ObjectID(545a3da8fd19ec4943e42686),ObjectID(545a3cd3fd19ec4943e41913),816,194750,129983500,3,,,,,,,,1,"PayloadIncident",,,
ObjectID(545a3da8fd19ec4943e42693),ObjectID(545a3cd3fd19ec4943e41913),816,194900,130105900,4,,,3,,,,,,,"[ 654.4691499999997, -116.4966100000013 ]",,
ObjectID(545a3da9fd19ec4943e426a0),ObjectID(545a3cd3fd19ec4943e41913),816,195550,130636300,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3daafd19ec4943e426ad),ObjectID(545a3d0ffd19ec4943e41e7b),602,141700,74921850,1,,3,,,,,,,,,,
ObjectID(545a3daafd19ec4943e426b4),ObjectID(545a3d0ffd19ec4943e41e7b),602,141700,74921850,6,,3,,,,,,,,,"refueling",12
ObjectID(545a3daafd19ec4943e426ba),ObjectID(545a3d0ffd19ec4943e41e7b),602,141700,74921850,7,,3,,,,,,,,,"refueling",12
ObjectID(545a3daafd19ec4943e426c0),ObjectID(545a3cd3fd19ec4943e41913),816,196600,131493100,1,,3,,,,,,,,,,
ObjectID(545a3daafd19ec4943e426cd),ObjectID(545a3cd3fd19ec4943e41913),816,196800,131656300,1,,2,,,,,,,,,,
ObjectID(545a3dabfd19ec4943e426d9),ObjectID(545a3cd3fd19ec4943e41913),816,197650,132349900,0,0,3,,,,,,,,,,
ObjectID(545a3daefd19ec4943e426e4),ObjectID(545a3cd3fd19ec4943e41913),816,199850,134145100,1,,3,,,,,,,,,,
ObjectID(545a3daffd19ec4943e426ef),ObjectID(545a3cd3fd19ec4943e41913),816,200650,134797900,1,,2,,,,,,,,,,
ObjectID(545a3daffd19ec4943e426f9),ObjectID(545a3cd3fd19ec4943e41913),816,200950,135042700,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3db0fd19ec4943e42702),ObjectID(545a3cd3fd19ec4943e41913),816,202050,135940300,0,0,3,,,,,,,,,,
ObjectID(545a3db1fd19ec4943e4270b),ObjectID(545a3d0ffd19ec4943e41e7b),602,147850,78624150,1,,1,,,,,,,,,,
ObjectID(545a3db1fd19ec4943e42711),ObjectID(545a3d0ffd19ec4943e41e7b),602,147850,78624150,6,,1,,,,,,,,,"refueling",12
ObjectID(545a3db1fd19ec4943e42716),ObjectID(545a3d0ffd19ec4943e41e7b),602,147850,78624150,7,,1,,,,,,,,,"refueling",12
ObjectID(545a3db1fd19ec4943e4271b),ObjectID(545a3cd3fd19ec4943e41913),816,202750,136511500,1,,3,,,,,,,,,,
ObjectID(545a3db2fd19ec4943e42724),ObjectID(545a3cd3fd19ec4943e41913),816,204000,137531500,1,,2,,,,,,,,,,
ObjectID(545a3db4fd19ec4943e4272c),ObjectID(545a3cd3fd19ec4943e41913),816,206050,139204300,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3db5fd19ec4943e42733),ObjectID(545a3cd3fd19ec4943e41913),816,206800,139816300,0,0,3,,,,,,,,,,
ObjectID(545a3db6fd19ec4943e4273a),ObjectID(545a3cd3fd19ec4943e41913),816,207900,140713900,1,,2,,,,,,,,,,
ObjectID(545a3db8fd19ec4943e42741),ObjectID(545a3cd3fd19ec4943e41913),816,209250,141815500,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3db9fd19ec4943e42747),ObjectID(545a3cd3fd19ec4943e41913),816,210100,142509100,0,4,3,,,,,,,,,,
ObjectID(545a3dbafd19ec4943e4274e),ObjectID(545a3cd3fd19ec4943e41913),816,210750,143039500,1,,2,,,,,,,,,,
ObjectID(545a3dbcfd19ec4943e42755),ObjectID(545a3d0ffd19ec4943e41e7b),602,158300,84915050,1,,1,,,,,,,,,,
ObjectID(545a3dbcfd19ec4943e4275a),ObjectID(545a3cd3fd19ec4943e41913),816,213500,145283500,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3dbdfd19ec4943e42760),ObjectID(545a3cd3fd19ec4943e41913),816,213650,145405900,1,,2,,,,,,,,,,
ObjectID(545a3dbffd19ec4943e42766),ObjectID(545a3d0ffd19ec4943e41e7b),602,160900,86480250,0,0,1,,,,,,,,,,
ObjectID(545a3dc1fd19ec4943e4276a),ObjectID(545a3cd3fd19ec4943e41913),816,217650,148669900,0,6,,,,,2,"MANUAL",,,,,
ObjectID(545a3dc2fd19ec4943e4276f),ObjectID(545a3d0ffd19ec4943e41e7b),602,163950,88316350,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3dc3fd19ec4943e42773),ObjectID(545a3cd3fd19ec4943e41913),816,219000,149771500,0,4,3,,,,,,,,,,
ObjectID(545a3dc4fd19ec4943e42778),ObjectID(545a3d0ffd19ec4943e41e7b),602,165550,89279550,0,4,1,,,,,,,,,,
ObjectID(545a3dc5fd19ec4943e4277d),ObjectID(545a3cd3fd19ec4943e41913),816,221500,151811500,0,0,2,,,,,,,,,,
ObjectID(545a3dc5fd19ec4943e42782),ObjectID(545a3d0ffd19ec4943e41e7b),602,166900,90092250,0,4,1,,,,,,,,,,
ObjectID(545a3dc6fd19ec4943e42788),ObjectID(545a3d0ffd19ec4943e41e7b),602,167700,90573850,0,0,2,,,,,,,,,,
ObjectID(545a3dc7fd19ec4943e4278e),ObjectID(545a3cd3fd19ec4943e41913),816,223550,153484300,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3dc8fd19ec4943e42793),ObjectID(545a3d0ffd19ec4943e41e7b),602,169550,91687550,0,6,,,,,1,"ADDING WAYPOINTS",,,,,
ObjectID(545a3dc8fd19ec4943e42799),ObjectID(545a3cd3fd19ec4943e41913),816,224300,154096300,0,4,2,,,,,,,,,,
ObjectID(545a3dc9fd19ec4943e4279f),ObjectID(545a3d0ffd19ec4943e41e7b),602,170050,91988550,0,4,2,,,,,,,,,,
ObjectID(545a3dc9fd19ec4943e427a6),ObjectID(545a3cd3fd19ec4943e41913),816,225200,154830700,0,4,2,,,,,,,,,,
ObjectID(545a3dc9fd19ec4943e427ad),ObjectID(545a3d0ffd19ec4943e41e7b),602,170500,92259450,0,4,2,,,,,,,,,,
ObjectID(545a3dcafd19ec4943e427b5),ObjectID(545a3cd3fd19ec4943e41913),816,226150,155605900,0,4,2,,,,,,,,,,
